|text|score
789|Можно смело рекомендовать поклонникам Виктора Суворова. Написано не менее увлекательно, но при этом позволяет взглянуть на историю с другой стороны.|9
790|хм- читали читали про похождения ведьмы в деревнях разных в борьбе с нечистью разношерстной и вдруг -Василиса ну ничего, оказалось тоже читабельно хороший отдых для мозга, натруженного за рабочий день: все с улыбочкой, по-раздолбайски-0D высокохудожественной ценностью не обладает, но надо отметить мастерство в описании места действия, картинка довольно-таки живая и динамичная, вообще скучать автор не дает, все время что-то подкидывает|9
791|Отличное произведение, хотя и во многом ученическое для Пинчона. Жанр определить весьма трудно - фантастика, мистика, психология... Впрочем, каждый волен сам навешивать собственные ярлыки. Обязательно к прочтению! Желательно в оригинале. 99% современной так называемой интеллектуальной литературы стоит в сторонке и нервно курит.|9
792|Блестящий роман! Весьма причудливое произведение на основе мифов об аргонавтах, Минотавре, Икаре и Дедале и многих других с потрясающим евангельским концом. Удивляюсь, что еще никто до меня не оценил на этом сайте Отара Чиладзе!|9
793|Это сосредоточие всех штампов жанра, классика детективного жанра, где с первого появления героя его характер просвечивает в каждом жесте, слове и фигуре. Классика, рубленая проза, опирающаяся на глаголы, без излишних описаний, без навороченных оборотов и мудреных фраз. Это мир красивых, но стервозных женщин, сильных мужчин и тотального недоверия... где деньги и собственная выгода решают все, и даже больше.|9
794|Хорошая книга. Хотя эта была и первая книга в этом жанре и этого автора для меня, но она мне понравилась. Читается легко, можно узнать много интересного для себя.|9
795|Недавно перечитывал вместе с супругой - смеялись оба :)|9
796|Качественная книга, написанная о сложных вещах простым языком. Будет интересна всем поклонникам творчества У. Эко, а также любителям серьезной литературы, а не жвачки для мозгов. Рекомендую|9
797|Очень хорошая, жизнерадостная и позитивная книга!|9
798|Все книги Мураками об одиночестве. Его герой одинок и движется чтобы выбраться из этого одиночества, кого-то теряет а потом ищет, ищет, ищет и в процессе поиска пытается понять зачем. Но одиночество никуда не исчезает, поэтому находить не обязательно. Лучше жить в процессе поиска и надеятся что, найдя этого кого-то одиночество исчезнет, хоть это и не так.|9
799|Ироничная книга для тех кто хочет думать сам, а не читать себе мысли на рекламных плакатах и в телевизионных ток-шоу.|9
800|Книга блестящая, спору нет, но разочаровала финальная часть с каким-то унылым, как пропаганда, развенчанием образа обаятельного проходимца.|9
801|Финал стоит того, чтобы дочитать слегка занудный рассказ до конца|9
802|Эта энциклопедия вЂ“ для всех и для каждого,|9
803|Книга на любителя, как, впрочем, и весь Крапивин. Но читается любителем впервые в любом возрасте так же славно, как и в возрасте главных героев - детей|9
804|Место подвигов в любом времени|9
805|Понравилось читать, очень интересно и захватывающе, ну и естественно потайной смысл спрятанный почти в каждом произведении автора|9
806|Отличная, очень позитивная книга, жаль, что короткая|9
807|Хорошая книга про человеческие отношения и любовь на примере детей, очень интересная и познавательная, есть о чем подумать|9
808|Хорошая, интересная для читателей любой специальности и пола книга|9
809|Давно не читал ничего более яркого и... грустного.|9
810|книга с веселыми историями - очень забавно|9
811|Отрывочные мнения: Читается на одном дыхании. Но телевизор после нее смотреть невозможно. Очень яркая публицистика и с четким сроком жизни - еще 4-5 мес. и первая часть полностью морально устареет.|9
812|Я бы посчитала честью и большой удачей, если бы историю родного края моим детям преподавал такой увлеченный, талантливый историк, настоящий патриот, как Алексей Иванов. Замечательная книга! Браво, писатель!|9
813|Произведение действительно жутковатое. История еврейского мальчика... началась в 1939 году... далее без комментариев. для читателей с крепкими нервами|9
814|Классная книжка. Пелевин в своем стиле. Яркие образы, динамичный сюжет. Словом, да здравствует магический реализм.|9
815|знаковая книга в моем взрослении...|9
816|Легкость текста и занимательность изложения. Понравилось больше самого Мураками. Вот только книга очень неровная, есть страницы, которые сложно переварить.|9
817|есть атмосфера, нет тяготения. Очень физично, много идей, есть приключения. Рекомендую. Хорошая очень научная фантастика|9
818|Интересная книга, достойная внимания.|9
819|Читаешь, как-будто ведешь разговор с реальным собеседником! Потрясающе, и смех и слезы и любовь!|9
820|Роман обязателен к прочтению именно мужчинам!|9
821|Читать стоит, особенно для тех кто любит быть заинтригованным! Из всего Кэрролла рекомендую именно это, хотя и дебютный роман, но на мой взгляд, лучше он пока ничего не написал.|9
822|Иногда и у таких статных и величавых мудрецов как Джуффин Халли случаются черные деньки. Некогда великий в глазах читателя учитель Макса предстоет в свете молодого мальчишки, неуравновешенного, неприсытившегося чудесами, который сам ошибаясь покоряет Мормору. Самые трудные задачи решаются самым простым образом. Покоренные , напуганные и уставшие жители прибрежного городка Гажин попадают во власть страшных чудес и зловещих колдунов, а справлять в одиночку предстоит одному Джуффину Халли. Головоломка лучше всего разгадывается под страхом смерти. Приятного чтения.|9
823|На плечи несчастного сера Макса взваливается очередная притча во языцах по имени Угурбандо. и вновь как на зло никто ну никтошеньки не знает как ему помочь. Как остаться в живых, спасти город который милее всего на свете да ещё и не забывать о личной жизни. В этой книге интереснейшим образом переплетены долг, отвага, любовь и сказка. Для тех кому надоели романы, но вы все ещё немного ребенок, сказка о возвращении страшных колдунов и белом рыцаре Максе очень подойдет.|9
824|Жил да был на свете обычный парень Макс. И тут ни с того ни с сего начал ему сниться мистер ( сер ) Джуффин Халли. Как снего на голову начинают валиться чудеса, путешествия, личная жизнь, земля уходит из под ног и вот под ногами уже разноцветные камешки Эхо, и тебя уже зовут Сер Макс, ты вынужден носить Мантию Смерти и понять что всё что тебе нужно было осталось не там в прошлой жизни а здесь в новой, где есть маги и волшеники, призраки и духи и где можно запросто стать мертвецом, так ненадолго вывернуть мир на изнанку и вернуться живым и невредимым!|9
825|Как много разных тварей показывают нам в фильмах ужасов: акулы, монстры, динозавры, нечисть.... Что же этому всему может ротивопоставить мышка? Так вот Мышка нарушка - это страшное оружие духов сухих степей! Но сер Макс укротитель всего живого и нет , наперевес с мелком машенька он не страшаясь входит в вальер с Мышом что было далее читайте сами ...|9
826|Сколько рек я не видывала на своем пути: Нил, Сена, Волга, Ока , Лена, Объ..... Прекрасные, спокойные реки смотря на которые отдыхаешь душой и тело. Есть в Эхо прекрасная река, посмотришь в неё , успокоишься и прыгнешь в воды зеленые, поспать на долнышке... Но нблюститель порядка сер Макс всех привяжет к парапету, а сам разберется с Целлюлозным заводом которые засорил реку своими отходами и поселил там ...... Читайте книгу.|9
827|В холоми всё было как всегда, тихий вечер, макароны, заключенные вволю наигравшись в шашки и наговоришься на тему пошатнувшегося Сердца мира разбредались по своим комфортабельным номера. Но вот , из нумера 5 - Хох-Ау начали доносится не лицеприятные запахи... Вызвали наряд из Дома у Моста и известный на все Эхо Сыщик - Эркуль де сер Макс начинает свою работу, кто же убийца - читайте , тайны это для вас.|9
828|Все знают миф о Минотавре и о тех нечеловеческих условиях в которых он жил! Его переселили из однушки в центре Греции в комунальные лабиринты где то на краю Крита, какя не справедливость и именно из за этого он так озверел. А наших героев занесло в иные дали, они попали в лабиринты Менина, прежний хозяин замаскировал их так что очень долго они были недоступны даже диггерам, но как говорится дуракам везет, вот королю Гуригу и повезло, а вытаскивать его как всегда специальному отряду в Мантии Смерти.|9
829|У меня нет дачи ))), может поэтому мне эта книга понравилась больше, однако, всем советую!|9
830|Вы читали Библию? Коран? Даоские книги или Буддистские учения? Вы задавлись вопросом насколько долог наш мир, и кто правит им пока мы не видим? Насколько тонка грань между жизнью и смертью? И возможно ли переписать бытие под новый свет, под тех кто сейчас в нём? И чем придется заплатить, и кому? Чтобы остаться в жвиых в том мире который нам так дорог?! Хотите узнать ещё одно мнение? Читайте|9
831|Советую почитать эту книгу всем риэлторам и людям имеющим отношение к недвижимости! Вам в наследство отходит прекрасный клочок земли а вы не знаете что с ним делать, а точнее - не знаете, что делать с теми кто там ещё живет? Вашими ближайшими родственниками! Перед вами руководство, как подружиться с родней и как оставить за собой поместье!|9
832|Когда действительно ты готов бросить курить и знаешь как это непросто, то ищешь любые способы, лишь бы не сдаться, так вот ЭТА книга была одним из способов, само ее чтение говорит, что ты борешься, а если еще соблюдать рекомендации и главное ДОЧИТАТЬ до конца, то вы бросите.По крайней мере я -да.|9
833|Книга понравилась. Этой мой первый Пелевин. Ошеломила, если по-честному. Потом, остальные книги читать стало легче, понятнее что ли. Надолго осталась в памяти.|9
834|Бог зла и разврата учит женщин красить лица и вести себя не подобающе... Так или практически так представляется читателю в этой книге некто Азазель. Огромный Осьминог опутал всю Москву своими щупальцами, призывая лучших из лучших молодых и перспективных прийти в объятия смерти. История о заблудших душах и спасителе Фандорине...|9
835|Гениальный Кизи. Читать после курса психиатрии или вместо него, или независимо от него - все равно хорошо. Возможно, мне повезло в том, что я тогда был студентом. А потому впечатление от книжки (по крайней мере, тогда) - самые клевые.|9
836|Никогда не знаешь где найдешь где потеряешь. Бы малой да не казистый, стал вдруг бритый чистый - так размышлял один из главных героев романа, на которого обрушилась манна небесная в лице господина Фандорина, который стал невольным свидетелм дела о прекраснейшей и загодочной женщине - имя которой Смерть. Шерше ля фам, как говорят французы.|9
837|люблю Ремарка. этим все сказанно|9
838|уже классика.|9
839|реалистично, правда современного мира глазами другого человека.|9
840|Отлично, как все у Хега. Идеально неожиданная развязка.|9
841|Одно из самых неоднозначных произведений современной литературы.|9
842|Книга читается на одном дыхании, очень интересно, почти завораживает, но построена на научных исследованиях и фактах. Достойна внимания.|9
843|Весчь!|9
844|Путеводитель по настоящей Америке|9
845|Конечно, о любом романе Генриха Бёлля можно сказать: «это очень грустная книга». Все книги Генриха Бёлля оставляют, как кофе во рту, в душе вкус светлой грусти и печали. А тебе остается только гадать, что это за печаль: печаль старца, что взирает на суету мира, понимая, что все это суета, и грустно ему, что не понимают этого другие, или печаль мужа, вдруг понявшего, что никогда больше он не встретится с детством, что свет прошедшего больше не озарит полумглы нынешнего. Но что может быть печальнее печали во взгляде клоуна, вдруг обнаружившего в улыбках зрителей не смех, а жалость? Чем заканчивается «Глазами клоуна»? Ганс Шнир вЂ“ сын миллионера, он садится на ступенях вокзала с протянутой шляпой. Как Мерсо, осужденный на смертную казнь за нежелание принимать лицемерные правила жизни, Ганс Шнир так и останется белой вороной сидеть на вокзале и распевать дурацкие песни. Ему просто нужны деньгивЂ¦ В реальном времени всё действие романа «Глазами клоуна» происходит в течение двух дней и практически в одном месте: четырех стенах квартиры. Все действительные события книги связаны с воспоминаниями Ганса Шнира, и единственный, кто появляется в реальном повествовании, а не в воспоминаниях, - отец. И в конце своего рассказа Ганс Шнир говорит: «Жалел я одного только отца». Да полно-те, реальны ли они все, дургие? Реальна ли Мария, Лео, Моника Зильвс, Зоммервильд, Кинкель и Фредебейль? Живые ли они люди? В центре повествования молодой человек, который говорит по телефону и от лица которого ведется рассказ. Ганс Шнир клоун не по профессии (тем более что клоун не в нашем понимании, он вЂ“ скорее, мим), но по духу, что отвращает его от лицемерия послевоенного общества. Ганс Шнир, потеряв любимую женщину, которую «увели» католические друзья, спасая ее от проклятия божьего, веру в святость родителей, доверие к религиозным постулатам, бросает вызов. Кому? Да нет, не вызов это вовсе, ибо драться он не в силах. Разве «вызов» клоуна на сцене воспринимают настоящий как вызов? Скажите, что можно увидеть глазами клоуна? Можно ли увидеть сцену, на которую смотрят все люди с мыслью, что сцена вЂ“ это отражение жизни? Нет. Глазами клоуна можно увидеть зрительный зал. Тех, кто пришел посмеяться над клоуном, кто в этот момент не успел или не захотел надеть привычную маску, кто не облачился в доспехи лицемерия и цинизма. Именно такими Ганс Шнир видит большинство тех, кто его окружает. Да, он сам не идеален, он совершает множество глупостей, например, дает грудному ребенку молоко с сырым яйцом, но он делает это искренне. Он однолюб, ему приходится оправдываться перед католическими деятелями за то, что он любил и будет любить только одну женщину вЂ“ свою ушедшую жену. И в этом смысле он больший праведник, нежели они, прикрывающиеся теологическими постулатами. Все, о чем хотел сказать Генрих Бёлль «Глазами клоуна» - это старую истину, которую так важно было вспомнить послевоенной Германии, что все хорошее и плохое, оно внутри человека, а если за это начинает бороться официальная церковь, государственная власть вЂ“ все лучшее наполняется цинизмом и лицемерием и превращается в инструмент манипуляции. А чем манипуляция религиозная лучше манипуляции расовой?|9
846|Очень нежная, очень женская книга. Но мужчинам вроде тоже нравится :) Такая правильная книга про жизнь, про отношения, про одиночество... про то, как же все-таки ПРОСТО БЫТЬ ВМЕСТЕ...|9
847|Отлично для своего жанра.|9
848|Книга после которой сложно уснуть. Книга о том, что жизнь человека ничего не стоит...любого человека.|9
849|мощная книга|9
850|Читал не отрываясь, писатель умело играет с читателем.|9
851|Отличная книга, первая в серии про ведьм. Две бабки и девица непрерывно жгут на протяжении всего опуса)) Пратчетта определённо стоит читать!|9
852|"Очень интересная историческая книга. Я после прочтения заново открыл для себя тему ВВ2. Благо сейчас вышло огромное количество книг авторов и с той стороны линии фронта. Их нужно читать. Я ничего кроме официальной советской точки зрения на ВОВ раньше и не видел. При этом не все мемуары ""с той стороны"" написаны с таким же литературным качество. Я читал Папена ""Вице-Канцлер III рейха"". Читать можно, но слишком много места посвящено самооправданиям."|9
853|Отличный роман. Отлично написан. Несколько смущает только момент раздирания мертвых тел в конце книги, это кажется излишним, нереальным в отношении всего остального и слишком вырывается из в целом очень гармоничного и связного повествования. Хотя вполне понятно, зачем этот момент вообще существует. Как сказал Сарт: ад - это другие. А рай у Гарленда превращается в ад только тем, что люди всеми силами пытаются сохранить его для себя. Они теряют все человеческое в себе, все доброе, ради одной эгоистической цели.|9
854|"Интересно. Для тех, кто в эмоциях не знает вобще никаких границ :) Кажется, что и сама все это знала давно, но прочитала эту книгу, и что-то изменилось. Написано безумно понятно. Видимо, потому, что одна из соавторов - писатель. Очень просто, без пафоса и ""гламурных"" советов."|9
855|Все так хрупко и беззащитно. Как тончайший фарфор. Жестокосердным не рекомендуется.|9
856|Прежде чем написать кислотный роман «Страх и отвращение в Лас-Вегасе», Хантер Томпсон был журналистом – хочется думать, что таким же, как герой «Ромового дневника» Пол Кемп. Именно его образ – главное в этом романе, а вовсе не сюжет, который развивается со скрипом, как проворачивающееся в песке колесо машины. Кемп - бродяга-журналист за тридцать, уставший от беспорядочных скитаний, мечущийся между бунтарством и желанием покоя и запивающий галлонами рома невозможность что-либо изменить. Увлекаясь по инерции каждой новой идеей, он на самом деле никуда не хочет двигаться: «В глубине души мне не хотелось ничего, кроме чистой постели, светлой комнаты и чего-то устойчивого, что можно называть своим, хотя бы до тех пор, пока я сам от этого не устану». Но ведь все равно же когда-нибудь устанет – и осознание этого заставляет пытаться крутиться дальше. Крутятся и все окружающие Кемпа – такие же, как он, журналисты без дома и семей: не то отбросы общества, пессимисты и алкоголики, не то последние бунтари Америки, насквозь проспиртованные романтикой полуночных баров. Настроением этого романа легко проникнуться, ведь мы все в этой лодке: «Мы все проходим по одним и тем же проклятым местам, занимаемся одной и той же чертовщиной, которой люди уже пятьдесят лет маются, и все ожидаем, что вот-вот что-то случится». И ничего никогда не случается. Адски жарит солнце, пуэрториканцы устраивают жуткие свары на улицах, закончившие колледж белые девушки прилетают из Нью-Йорка и сливаются с природой в первобытном экстазе, но потом грустнеют и улетают назад; люди уезжают и возвращаются, Европа, Южная Америка, Куба, Сан-Хуан, - «лишь названия на карте», и где бы ты ни оказался, ты возьмешь с собой себя. «Я бунтарь, я не прогибаюсь... где же моя награда?», - вопрошает один из героев книги; к четвертому десятку («Мне кажется, что мне сто лет») бунтари начинают понимать, что награды нет и, кажется, не будет – фирма лопнула, деньги никто не вернет. Тогда только и остается, что пытаться уловить что-то в воздухе настоящего – напиться на карнавале, попробовать найти жилье, от которого, по крайней мере, не будет тошнить, вытянуться во весь рост на кровати, пока девушка, напевая, готовит тебе завтрак, и почувствовать хотя бы в течение пары секунд неожиданное спокойствие. Спокойствие, которого ты и хочешь, и боишься: то ли оно значит остановку и забвение, то ли – счастье и конец пути. Может, это и есть награда – а может, все-таки нет, и она еще ждет впереди. Но идти становится уже не так тяжело.|9
857|Великолепная книга. Стиль И.Грековой сравнить просто не с чем, сдержанность и сердечность...|9
858|Очень смешно и остроумно|9
859|Уникальность практически всех произведений Миллера в том, что художественная ценность в них не так важна, как бурный, воодущевляющей, исцеляющий характер самого текста. Миллер был одним из реальных воплощений понимания художника, его роли и особого положения в обществе, сложившегося в конце XIX - начале XX века. Не случайно он так любил французских бунтарей Рэмбо и Селина, своих братьев по оружию, мысли и уникальной судьбе.|9
860|тяжело читается, но, безусловно, эпохально.|9
861|немного наивно и сентиментально. но заставляет глубоко задуматься о ранимом внутреннем мире поэта.|9
862|"настолько ново, что порой непонятно. но, как практически всё у маяковского, гениально. по-моему, именно этой пьесой продолжены традиции русской фантастики (после ""портрета"" гоголя), а уж только потом было ""собачье сердце""."|9
863|гениальное произведение. великолепное своей оригинальностью.|9
864|Ее надо Читать!!!...чтоб не обольщаться Жестко, сильно, мужественно|9
865|Очень качественная книга для качественного накура))) Но так тоже забавно почитать. А еще и очень позитивно, что хорошо оказывает влияние на солнечное настроение.|9
866|Произведение насквозь пропитано паранойей, навязчивой идеей, поэтому читать было достаточно тяжело. Но рука мастера чувствуется бесспорно. PS: задалась целью прочитать все произведения Набокова|9
867|Умная книга...в плане воспитания благородства. Из серии тех книг про войну, которые стоит перечитывать.|9
868|Приключенческое произведение, наполненное советской романтикой. Но мне кажется, не для современных восьмиклассников. ...Читать и еще раз читать!|9
869|Книга оставила неоднозначные впечатления. Что хотел передать в ней автор улавливается с трудом. Возможно показать небезупречность жизни каждого, найти изъян у казалось бы успешных людей. У каждого свой скелет в шкафу - это несомненно. Все скелеты Рю мураками - мечта Др. Фрейда. Что ж, это его амплуа. По части передачи реалистичнейших картин, что аж воротит, автор, конечно же себе не изменил. Это ему +.|9
870|Яркая, извращенно милая история жизни двух братьев. В лучших традициях раннего Мураками, где еще улавливается более или менее нить осмысленного и логического повествования. Гариба меня очаровал сразу и безвозвратно|9
871|Жуткая книга, описывающая как невинную детскую вольность заковывают, вырывают с корнем. Остается лишь оболочка ребенка со внутренностями истерзанной, изжеванной даже не души, а плоти. (душу попросту выколотили из мальчика, заморозили). ..а ведь тысячи детей, неугодных режиму войны, прошли этот путь из Небесных птиц в раскрашенных, а потом и в бесчувственное поколение (когда краска облетела)|9
872|вечная мудрость и вечная радость. с завидной периодичностью все,кто прочитал эту книгу однажды, возвращаются к ней в поисках совета, ответа или просто удовольствия.|9
873|конечно,сегодня читать трагедию немного смешно и она кажется банальной. но ведь и вся её ценность в том,что она определила развитие литературы, задала некий стандарт. жаль,что развивая новые течения, многие уходят от это стандарта слишком далеко. чистая любовь - это любовь ромео и джульетты. и точка.|9
874|на меня произведение произвело неизгладимое впечатление, настолько сильное,что Я никак не буду комментировать.|9
875|Книга о смысле жизни. Наверное, для мужчин|9
876|"Неповторимый литературный стиль, я бы назвал ""схематичным"". О современных европейских проблемах бесцельности жизни и отсутствия как-либо стимулов. Об умирающей цивилизации. Конечно не очень она любит человека, но очень талантливо."|9
877|Только для тех, кто любит абсурд, поток сознания и лирику бесцельности.|9
878|Такую книгу хочется читать в саду, на веранде с марлевой шторой в тихое послеобеденное время... Порой жесткая проза, но уютная.|9
879|Очень живописная книга, с красивейшими описаниями различных мусульманских традиций, обычаев. Я первый раз читала восточную прозу, поэтому с начала своеобразный язык был непривычен (сам ход повествования - как будто вышитый витиеватый турецкий узор)|9
880|а вы поняли,кто такой человек в картинках? ;)|9
881|Читая книгу, понимаешь бесконечность и мимолетность бытия. Какой-то круговорот судеб в природе!|9
882|в лучших традициях Мураками|9
883|Да, ничего лучшего у Зюскинда я не читал. Прекрасная проза. Написано экономно, но очень притягательно-эмоционально. Фильм - плохая иллюстрация.|9
884|"Книга - вопрос. И вопрос, на который мы до сих пор не ответили. Обломов, при всей его голубиной кротости и прочих чудных качествах - лежачий камень. Его пнули - он пошевелился, а потом снова лежит. Штольц - механизм какой-то, это не считая того, что чужой по природе своей. Ольга кажется придуманной фигурой - та самая женщина, которая - эталон, мерило для мужчин, и она выбрала Штольца, но идиллия их взаимосовершенствования тоже кажется надуманной. Может быть, что-то хорошее получится из сына Обломова - маленького Илюши, которого Штольц взял на воспитание? Похоже, и того не получается. Когда Гончаров писал - было только ""похоже"", а сейчас очевидно. Кнга актуальна. Из нас снова пытаются делать Штольцев (только теперь - американских), и снова не выходит. И снова можно сказать, что это и хорошо - сохраняем то хорошее, что в нас есть, и плохо - плохое-то тоже остаётся."|9
885|из всех поэтов, которые говорили о России, больше всего Я верю Есенину.|9
886|сильно и точка! о любви, которая приходит и уходит, меняет нас, о которой сожалеешь и отпускаешь. о каждом.|9
887|грустно, грустно наблюдать за разрушением, причём таким глупым. одновременно радостно от ожидания возрождения, от предчувствия чего-то нового!|9
888|“Судя по всему г-да Гайдар и Чубайс изучили только микроэкономику, а до макроэкономики не дошли” (В. Н. Купцов (вольный пересказ цитаты)). До того, как я прочитал книгу “Гибель империи”, именно такое представление о Гайдаре у меня и было, Ее прочтение сильно повысило мое мнение о Гайдаре. В книге автор излагает экономическую историю Советского Союза с примерно 80-го до 91-го года. Экономики без политики (как известно) не бывает - поэтому политические мотивации многих решений автор также отразил. Книга написана просто прекрасно: понятно для обычного человека, но строго - и в этом смысле научно. К анализу истории СССР 80-х и начала 90-х годов у меня вообще никаких претензий нету. С другой стороны, выводы, размещенные во введении и заключении, дискуссионны. Книгу можно условно разделить на две части. В первых трех главах автор проводит исторический (и аналитический) обзор империй, авторитарных режимов и стран с богатыми ресурсами. Вторая часть книги (остальные пять глав) посвящена последовательному и скрупулезному изложению экономической (и частично политической) истории СССР 80-х и 90-х годов. Во введении автор рассказывает о причинах написании книги и договаривается о терминах. В частности, он ввел свое определение демократии (в пределах книги), благодаря чему он последователен в своих размышлениях. Есть в “Гибели империи” и сомнительные утверждения. Все они являются обобщениями, которые делать всегда опасно. Так, автор высказал мысль о том, что Россия от других стран отстает примерно на полвека; высказал предположения о времени первого неправильного шага в экономике СССР, приведшего к краху (политика в сельском хозяйстве в первой трети века); сделал общие выводы о нежизнеспособности социализма (так как эта система имеет жесткие связи). Замечу, что с тезисом: система с жесткими связями плохо адаптируется к изменяющимся условиям - я безусловно согласен. И пожалуй самое главное: автор пишет не просто книгу о прошлом, но и книгу о будущем. Он пытается предупредить читателей о тех ошибках, которые были сделаны в СССР, чтобы мы избежали их в будущем. В том числе между строк Гайдар написал о праве наций на самоопределение, которое возникает в связи с анализом падения империй (Германской, Австро-Венгерской и Османской) и связи его с ростом националистических настроений. По сути автор показал себя противником этой идеи (эта была мина замедленного действия для всех империй). В этом он последователен, но демократии (как идее, а не “машинке” (Сатаров)) отрицание права нации на самоопределение противоречит. Из просто интересного отмечу, что в книге приведены многочисленные цитаты Николая Ивановича Рыжкова (интересно просто почитать его видение на конец Советского Союза, как он это видел в 1996 году). Приятно было видеть ссылки на статьи В. Портникова, которого я сейчас часто слышу по радио “Свобода”. Книгу я безусловно рекомендую к прочтению, так как она позволяет упорядочить взгляд на последние года СССР.|9
