|text|tensor|score
664|отлично! каждая из историй, рассказываемых друг другу паломниками, ярка и интересна, но всегда печальна...|"[-10.359829  -10.19189    -9.179596  ...  -7.8005066  -5.3665257
  -6.6512446]"|9
665|после рецензии добавить нечего, кроме одного - местами становится слегка скучно, но уже на следующей странице снова захватывает и вцепляется так, что нельзя не читать дальше!|[-7.5519733 -8.136693  -8.159115  ... -8.876232  -4.7753224 -6.522956 ]|9
666|отличная книга! радует уже лет пять, хочется перечитывать раз за разом! и герой интересный, и интрига, и развязка неожиданная! читать стоит всем!|"[ -9.855922   -9.037594   -9.066739  ... -10.753956   -4.7314095
  -6.939731 ]"|9
667|вудхаус, как всегда, молодец! смешно до колик, сразу поднимается настроение, солнце светит ярче и люди кажутся не такими противными! всем, кто хочет развеяться, отдохнуть и повеселиться - читайте обязательно вудхауса! а Псмит - мой самый любимый герой! Очаровательный и изобретательный, остроумный и веселый, короче, пример для психов, вроде меня! :))|[-8.4504    -9.460146  -8.558172  ... -9.018008  -5.9246936 -7.687886 ]|9
668|при похожем сюжете с первой книгой сериала - совершенно иное произведение... более грестное...|[-8.120865  -9.633773  -8.689328  ... -8.728711  -3.8503885 -5.9111724]|9
669|в этой книге Шумилов ушел от доброго-доброго в сторону доброго зла Мрак неуловимо напоменает Кошу первых книг сериала|[-8.129281 -9.735513 -8.744861 ... -8.491401 -5.773954 -5.123516]|9
670|немного напоминает семёновского Волкодава - мрак злой, но внутри-то он добрый! :) и автор не ленится нам это доказывать до самого конца книга, пока и сам мрак в этом не убедится :)|[-8.19835   -9.363993  -8.614056  ... -7.067876  -6.1810517 -7.6134944]|9
671|Интересный взгляд|"[-11.487205  -10.274872   -9.983552  ...  -7.5069795  -9.839882
  -8.524003 ]"|9
672|да да читать нужно первая книга идет просто замечательно ждем продолжения говорят будет уже в июле|"[-7.7227507  -8.614156   -7.7795463  ... -8.210174   -0.89218223
 -7.8075743 ]"|9
673|Хорошая книга о людях и книгах... Всем библиофилам и любителям истории читать обязательно!|[-9.635129  -8.4083805 -8.706892  ... -9.784771  -2.1990058 -8.101876 ]|9
674|Книга с которой началось столько всего в фантастике, что и не перечесть. Лазеры, пришельцы, космические войны... Да и как книга она неплоха... Уэллс все-таки был гением...|[-8.700194 -9.107724 -8.325906 ... -8.402848 -4.066758 -5.968147]|9
675|меня порадовала интересный мир, весело написано но самое главное - одна из немногих представительниц жанра техномагии|"[ -9.321586  -10.511507   -9.473768  ... -11.115661   -4.2662416
  -4.0471845]"|9
676|Первые книги читались взахлеб.. но, чем дальше, тем скучнее.. по-моему Перумов слишком затянул эту эпопею..|[ -9.334649 -10.414033  -9.228094 ...  -9.752212  -4.435916  -6.288124]|9
677|прочитал с огромным удовольствием обе части сильное произвело впечатление библейской альтернативы да и концовка не подкачала|[-8.6442375 -9.324302  -8.674191  ... -9.386207  -4.6423907 -7.2862463]|9
678|впечатлило! поставил не максимальную оценку только из за объема - имхо, 900 страниц это многовато|[-6.855445  -7.9082403 -7.4021845 ... -8.473605  -1.9129465 -5.596015 ]|9
679|"Вторая часть книги, которая ""стояла"" у истоков моего увлечения фантастикой... Нортон обладала даром создавать невероятно увлекательные миры, в которые погружаешься забывая обо всём. сейчас многие её книги кажутся несколько... наивными, что ли, но это совсем не делает их хуже."|"[ -9.417627  -10.42665   -10.298706  ...  -9.241386   -5.9425154
  -7.8975334]"|9
680|"Году в 94-95 я за эту дилогию выпущенную ""Зеленоградской книгой"" половину своей месячной стипендии отвалил. И не пожалел. Читать интересно."|[-6.487689 -7.493916 -8.489525 ... -8.782349 -4.108052 -5.6999  ]|9
681|"Очень неплохое произведение по слыслу. немного хромает литературный язык, но это я уже придераюсь :) В целом достойная альтернатива миру ""Лабиринту отражения""."|[-7.9461384 -8.3557625 -8.04344   ... -6.380517  -3.1367006 -5.651523 ]|9
682|"чистой воды ""сюр"" :) множественные ссылки в мифологии разных народов могут быть непонятны - сам, читая, лазил в справочники и энциклопеции постоянно"|[ -9.205651 -10.207963  -9.305071 ...  -7.684831  -6.561282  -8.40223 ]|9
683|Для того, чтобы читать эту книгу надо на выходные затарить холодильник, отправиль всех родственников на дачу и выключить телефон. И только тогда вы получиле огромное удовольствие от юмора и качества этого произведения. читать всем!!!|[-8.639314  -7.9381795 -8.028769  ... -8.2476845 -4.4827423 -7.4517145]|9
684|Однозначно, лучшая книга цикла, ставящая Стюарт в ряд заслуженных фантастов всего мира. При прочтении в юношестве, заставляет задуматься о беспомощности и старости, в более зрелом возрасте вызывает раздумья о силе человеческой воли.|[-8.232015  -7.729205  -8.280172  ... -9.852738  -4.7328343 -4.972734 ]|9
685|Одна из лучших книг Олди. Мнослойная, захватывающая, познавательная.|[-9.027335  -8.663534  -7.8321633 ... -7.4445877 -4.3754177 -4.592978 ]|9
686|Стоящая вещь. Давно так не зачитывался.... Чтож надо ждать продолжения... Ждем-с......|[-8.870039 -9.633286 -9.624881 ... -8.37851  -3.633165 -7.650428]|9
687|очень неплохо. даже отлично! чем-то напоменает Дочь некроманта от Перумова, но в более качественном исполнении|[-7.1112757 -8.938342  -8.091598  ... -7.615884  -2.233527  -5.9993773]|9
688|отлично! весьма интересное и качественное произведение!|[-9.668209  -9.476409  -7.7670302 ... -5.5943937 -3.1052475 -3.9339879]|9
689|Подписываюсь!!! Супер вещь! Так разработать идею мира и Слов Силы - сильнО одним словом :))|"[ -8.454508  -10.106695   -8.132678  ...  -6.1798525  -5.6666136
  -5.853049 ]"|9
690|да да читать интересно, вот только еслиб не бессмертие, вот тогда былоб еще интересней..|[-9.301193  -8.780855  -8.282049  ... -7.454698  -3.9829907 -8.2885895]|9
691|"Повествование этой книги ведется от лица мальчика аутиста. Его виденье мира, логические цепочки, оценка событий и окружающих его людей настолько другое, настолько отличается от того, как мы с вами это делаем... Зато, я теперь лучше поняла фильм Человек дождя :). Жуткая болезнь, хотя с точки зрения самого ""больного"" больны и нелогичны мы с вами. И он прав... Жуткая вещь, с одной стороны, жалко мальчика, жалко его родителей, но очень инересно читать. Ставлю 9. Советую всем любителям психологических вещей. P.S. Читала на английском, за качество перевода не отвечаю. Но сам язык книги (на английском) великолепен."|[-8.52264   -9.434096  -9.703841  ... -8.048483  -3.6360683 -6.7918186]|9
692|Хм, совсем неплохо! Фэнтези а-ля Спрег де Камп, только юмора гораздо меньше... Сюжет лучше, чем стиль, но и стиль вполне приятный, только вот толкин из-под каждой ёлки выглядывает :) Может, со временем появится бОльшая индивидуальность?|[-7.7956104 -7.705339  -7.89008   ... -8.618501  -4.235787  -6.88625  ]|9
693|Книга зачитана до дыр! Волкодав - тот, кого не бывает, но очень хочется встретить в жизни! Борьба добра со злом здесь не превращается в борьбу бобра с ослом, скорее всё выглядит слишком реально, без слащавости и пафоса... Короче, смело рекомендую для чтения всем-всем-всем!|[-8.944102  -9.527566  -9.332864  ... -8.3607025 -4.889088  -5.999231 ]|9
694|Отличная книга! Юморная, с приколами из литературы и мифологии - скандинавской, средневековой европейской... читается легко, приятно и оччень весело!|[-8.852017  -9.732474  -9.023983  ... -8.506181  -6.1002545 -7.454472 ]|9
695|Ура! новая книга Ольги Громыко еще веселее, чем первая! милая, добрая, жестокая, и снова восхитительно смешная и справедливая к героям книга!|"[-10.058869  -10.53831    -9.594113  ... -11.944538   -4.145466
  -6.6131644]"|9
696|Вторая часть Волкодава более идейная, философская, но хуже она от этого не становится... если первая часть понравилась, читайте обязательно продолжение! Жаль, что дальше Семенова не потянула, выдохлась...|[-7.743613  -8.962637  -8.909813  ... -9.648256  -3.53744   -7.6056085]|9
697|действительно отличное произведение да, пожалуй, именно осенняя такая книга когда читал, переодически ловил себя на мысли, что предложения связуются не только смыслом, но и рифмой, чо добавляет некоторое дополнительно удовольствие|[-8.119539  -7.7985644 -7.635902  ... -7.544268  -5.5536714 -4.395267 ]|9
698|"Стоящая вещь, вообще чем больше я читаю этих авторов, тем больше удивляюсь их философии. Всем кто любит ""думающие"" книги рекомендую!"|"[-10.209597  -10.153539  -10.419519  ...  -8.912223   -2.8467422
  -6.4766355]"|9
699|"после ""Безымянного раба"" пришлось долго ждать продолжения понравилось но опять надо ждать следующих книг с развитием сюжета"|[-7.523505  -8.330965  -8.60475   ... -8.422437  -3.9705975 -5.741596 ]|9
700|Очень интересно. Книга попала в руки случайно - название заинтересовало. Начал читать и несколько раз откладывал. Но пробившись через первый десяток сраниц, понял, что затягивает. Так и прочитал до конца за один день.|[-7.320102  -9.640935  -8.830854  ... -7.492539  -5.1179624 -8.135779 ]|9
701|Насколько помню, это одно из первых произведений автора. ИМХО одно из самых лучших! Читайте!|"[ -8.649935   -9.750566   -9.360038  ... -10.074483   -3.3656647
  -5.328    ]"|9
702|Люблю книги, где смешиваются жанры. И фантастика и фэнтези - всё это на фоне городского пейзажа. Произведение просто отличное! Рекомендую.|[-9.229399 -8.926799 -8.282061 ... -7.165169 -3.36917  -5.760379]|9
703|ИМХО просто здорово. Одна из первых прочитанных мною книг Бушкова и одна из самых любимых. Читать всем!|"[-10.081586   -9.397398   -9.439294  ...  -9.084822   -5.195786
  -5.4092007]"|9
704|Книга жестокая. Книга кровавая. Но книга интересная! Всем любителям антиутопии и ужасов понравится...|[-7.517509  -7.379106  -7.742383  ... -7.0206113 -0.9399491 -4.2312164]|9
705|А вот эа книжка уже посильнее первой из серии. Хотя... Может просто долго ждал? Да ладно. Читайте - интересно.|[-6.909568  -7.8430223 -7.454869  ... -8.474252  -1.1528805 -6.2413044]|9
706|Классная книга! Давно так не смеялся. Читать всем кто устал от слишком серьёзной НФ - это самое то!|[-9.401636  -9.170388  -9.2916975 ... -9.014829  -5.0712333 -7.396799 ]|9
707|даже смешнее, чем первые две книги! :)|[-8.095053  -9.051844  -8.241474  ... -9.911366  -1.3378122 -8.579529 ]|9
708|"Отличная книга, на мой взгляд лучшая в этой серии.Несмотря на обилие сражений и поединков, и даже на гибель некоторых героев книга читается легко.Главный герой - не ""рыцарь без страха и упрёка"", его образ меняется на протяжении романа и это делает книгу ещё интереснее. Рекомендую всем любителям героической фэнтези"|[-8.756986  -8.756273  -9.24861   ... -9.021696  -3.4645813 -4.2021217]|9
709|А это немного другая вещь получилась. Здесь мы погружаемся в жизнь другой цивилизации. Что и говорить, в чужой монастырь со своим уставом не ходи! Всем любителям серьезной фантастики цивилизаций!|[-9.411012  -9.857055  -9.027234  ... -8.134725  -5.4057207 -6.861796 ]|9
710|Замечательная книга! Читается на одном дыхании.Прочитал и порекомендовал своим друзьям - понравилась почти всем!|[-8.65564   -9.539175  -8.483533  ... -6.4585915 -2.6310346 -5.0705833]|9
711|Отличная книга. Главный герой просто молодец - выпутывается из сложных ситуаций, мастерски владеет древним боевым искусством и никогда не забывает, что человек всю жизнь играет представление для богов. В общем любителям фэнтези читать обязательно.|[-8.296289  -8.646648  -8.4532995 ... -8.157915  -5.8133917 -7.8669767]|9
712|Отличный роман! Прочитал в издании 1972 года, но хорошо помню до сих пор. Напряжённый и захватывающий сюжет, как в лучших детективах|[-7.3453255 -7.470943  -7.4936857 ... -7.2643375 -3.388925  -6.288724 ]|9
713|"книга оставила после себя странное ощущение законченности с одной стороны и вопросительной недосказанности ""а как же тот, второй?"" с другой. написать хотел многое, но стер, ибо все не ТО скажу так, ни разу не пожалел ни времени, ни денег, потраченных на это произведение"|[-8.704208  -9.878517  -9.234111  ... -8.705007  -6.7719097 -6.740967 ]|9
714|"Я бы отнёс эту книгу в раздел ""Классика""."|[-9.128887  -8.322352  -8.398859  ... -6.4626784 -6.826235  -5.669435 ]|9
715|отличное произведение! и не конец... это самое обидное, что сериал планируетсяь ОГРОМНЫМ у меня всегда остается опасение перед большими сериалами в качестве продолжений...|[-9.379954  -9.897208  -9.269945  ... -8.329819  -5.3616443 -6.669043 ]|9
716|Приятная книжица а-ля Гарри Поттер...|[-6.921547  -7.7264576 -7.3771253 ... -6.2213025 -2.9284346 -5.805325 ]|9
717|книжка очень женская - герои описаны женским взглядом, немного перебор с героизмом, а вообще приятно читать про хорошего парня и другого парня, тоже вроде хорошего, но кто-то же должен быть чудовищем?|[-7.7149863 -9.402361  -8.448797  ... -7.5890236 -3.3538086 -8.319861 ]|9
718|ужсно страшная история! после нее на обычных насекомых смотрю с опаской!|[-8.101506  -8.916989  -7.5468483 ... -9.027401  -4.2510467 -8.285856 ]|9
719|Одна из книг этого времени. Не сказать, что из любимых, но.. из лучших для меня|"[ -9.6442585 -11.131111  -10.151371  ...  -8.158978   -3.7632167
  -6.1769605]"|9
720|1. чересчур надуманная и немного нереальная концовка 2. немного смущает подача компьютерных вещей для простого обывателя поэтому только 9, а так в целом очень понравилось|[ -9.23191  -10.472997 -10.085596 ... -11.05227   -4.184441  -8.976827]|9
721|Отличная серия! Прочитал с удовольствием и рекомендую всем. В отличие от многих других серий, третья книга не слабее первых двух, а даже интереснее|"[ -7.252755    -8.482889    -8.987501   ... -10.77627     -0.81038976
  -4.9568157 ]"|9
722|Вопрос на засыпку - где вы такой анонс книги нашли? Не об этом она... Какие колеса государственной машины? Очень серьезная фантастика, где автор переплел несколько жанров - здесь и космическая фантастика, здесь и утопия, и психология чистой воды. Злая ирония и сарказм. Вера в человечество, в доброту и любовь. Всем любителям книг, где научная фатнастика переплетается с психологией души человеческой!|[-8.498937  -9.228912  -9.182277  ... -7.9777775 -5.6382256 -5.667291 ]|9
723|Замечательный роман! Немного наивный, но читается легко и с интересом|[-8.792817  -8.998486  -8.665568  ... -6.285253  -4.2998357 -3.1341195]|9
724|Замечательный роман! Отличная военно-космическая фантастика с элементами детектива.На мой взгляд, уступает книгам из серии о Хонор Харрингтон, но элемент фэнтези / элемент безумия/ придаёт ей особое своеобразие|[-8.080571  -7.276281  -7.353025  ... -8.712346  -5.1721973 -5.9248767]|9
725|Поначалу нудновато, но к середине уже сложно оторваться.|"[ -8.976657  -10.682755   -8.961715  ...  -7.799899   -4.891189
  -6.7316184]"|9
726|Отличная книга! Захватывает и в тоже время заставляет думать... И герой, как это обычно бывает у Дьяченко, далеко не рыцарь в сверкающей броне, но ты сочуствуешь ему, иногда до боли в сердце. Очень советую прочитать всем любителям фантастики и всем любителям хорошей литературы.|[-8.994204  -9.586543  -9.45104   ... -8.47514   -4.4009027 -7.7762694]|9
727|"Зашла на сайт Лукьяненко, вроде он собирается писать продолжение - ""Чистовик"", и, может быть третью часть - ""Набело"". Может там сюжет полностью раскроется?"|[-7.354517  -8.068861  -7.8087554 ... -9.063678  -4.1216702 -5.7391214]|9
728|Очень позитивная книга :-) Сильно поднялось настроение по прочтению. Советую.|[-8.010156 -8.158802 -8.419392 ... -8.834399 -2.05492  -2.810412]|9
729|На вкус и цвет, как говорится, товарищей нет, но мне книга понравилась. Мило, по-доброму, и кончается хорошо. А продолжение этой книги меня, честно говоря, даже немного удивило...|[-8.439201  -8.811987  -8.970623  ... -8.4770565 -3.6296387 -6.9812055]|9
730|Самая первая книга Олди, которую причитал. С тех пор Олди один из любимых писателей.|"[ -9.587578  -10.229046  -10.227536  ... -10.347056   -4.7654314
  -8.460093 ]"|9
731|у чувака шикарное чувство юмора|"[ -7.821007   -8.982659   -8.743854  ... -10.27627    -8.529467
  -7.2773433]"|9
732|"Может, потому что в детстве любимой книгой был сборник британских сказок, ""Американские боги"" привели в полный восторг"|[-8.88366   -9.81992   -9.268886  ... -7.3026605 -5.2298927 -7.0822144]|9
733|прочитал с огромным удовольствием весь цикл у многих произведений описан подобный сюжет, когда сознание человека из нашего мира перемещается в мир фэнтези, живущий по своим законам, однако есть что-то присущее именно Дункану..|"[ -9.216625  -11.029864   -9.682041  ...  -8.503936   -4.241228
  -6.6832166]"|9
734|"легкое чтиво молодому человеку попадает в руки практически неуязвимый звездный крейсер, а так же куча сверхнового оборудования улыбнул момент, главные герои ""непросыхают"" ибо так часто прикладываться к бутылке, наполнить стакан, осушить очередной бокал и все это за каждые 20-30 минут повествования.. сильны однако люди будущего ))))"|[-7.4695125 -9.04313   -9.131128  ... -9.325876  -4.8368073 -6.819338 ]|9
735|истрория нескольких королевст в тяжелый переходный период эпох когда темное прошлое хочет вырваться на волю история юного Саймана, кухоного мальчишки постепенно перерастающего в рыцаря слегка затянуто, но после прочтения остался доволен|[-7.433473  -9.334247  -7.7323074 ... -9.252384  -4.1848435 -7.8917294]|9
736|"Поначалу читается нудно, но скоро становится интереснее и мчишся по сюжету до кунцовки уже без всяких остановок. чем-то напомнило ""лунную радугу"""|[-8.759726  -9.610353  -9.344731  ... -8.04498   -4.768431  -7.6649237]|9
737|книга про человека которому моделируют всевозможные ситуации как в жизни, так и в игре(хотя игра - все та же жизнь) и он должен все время только побеждать, подругому нельзя однако этот человек еще всего лишь ребенок|[ -9.70058  -11.484412 -10.475866 ...  -8.254574  -3.698546  -8.816891]|9
738|читал очень давно, но воспоминания остались очень приятными от прочтения|"[ -9.797378  -11.469684   -9.300558  ... -10.460799   -4.3863797
  -6.6396794]"|9
739|ну что можно сказать о классике..? нейромантик - классика киберпанка|"[ -8.295763   -9.494485   -8.497983  ... -10.69714    -8.346353
  -5.2945776]"|9
740|Отличная книга, читал взахлеб!|[-7.916459  -7.463145  -6.3309503 ... -8.290765  -1.3720078 -6.630621 ]|9
741|Очень хороший цикл. Хороший главный герой (к тому же маг не последнего разбора, умеющий превращатся в дракона :-) даже не тратя магической энергии), автор стремится к миру между людьми и драконами, за что ему отдельное спасибо, довольно интересный сюжет и персонажи. Всё было бы отлично, только магия какая-то странная. Прочитав весь цикл, я так и не понял, что должен сделать маг, чтобы пополнить запас магической энергии. И как после этого прикажете пользоватся подобной магией?|[-8.315975  -8.718017  -9.324683  ... -8.756019  -5.1436768 -8.145474 ]|9
742|Прекрасная книга, как и все книги из серии о Гаррете. Язык, юмор, сюжет - выше всяческих похвал. Всем рекомендую этот цикл.|[-8.276232  -8.799412  -8.967894  ... -9.676968  -4.9211373 -5.299497 ]|9
743|Одно из моих самых любимых произведений у Кунца.|"[-11.208201  -11.612681  -10.977968  ...  -9.226143   -5.6675277
  -8.131654 ]"|9
744|Много лет назад прочитал в конце этогопроизведения: Конец первой Книги. И всё. Кто-нибудь что-нибудь слышал о Второй части???|[-6.705329  -6.867185  -7.8955803 ... -5.9982743 -3.062324  -5.9999323]|9
745|"Полностью согласен - читается захватывающе и хочется перечитать, до конца вникнуть, но, к сожалению, такова только первая часть. ""Гиперборейская чума"" слабее, а ""Марш экклезиастов"" вообще показался мне весьма средней книгой..."|[-6.7244353 -7.79745   -7.522162  ... -8.293064  -2.4817028 -4.9834123]|9
746|"Продолжение чуть менее интересно, но удовольствие доставляет. Недавно вышла третья часть - ""Под знаменем пророчества"". А автор обещает в четвёртой книге закруглиться, но мне это показалось маловероятным)))"|[-8.1618595 -8.215368  -8.787376  ... -8.432831  -3.9545574 -6.023554 ]|9
747|Прочтите обязательно! Эх, помню в своё время произведение произвело на меня впечатление почище Успенского.|[-9.405248  -9.408064  -9.620641  ... -8.521437  -4.3978624 -8.168669 ]|9
748|"То, что концовка легко додумывается, во-первых, не минус, во-вторых не факт. Очень приятная книга. В отличии от ""Ведьмы"" затягивает постепенно и не отпускаешь до конца. Книга более серьёзная. Категорически рекомендую."|[-7.6375813 -8.616005  -9.36844   ... -9.57277   -3.9021957 -3.8763952]|9
749|Очень интересная книга-D0§итается на одном дыхании-D0ђ Сальваторе один из лучших авторов.|[-8.135485  -8.488515  -7.631542  ... -8.270773  -4.890006  -6.9832864]|9
750|Довольно интересная книга-20Лично я несколько раз ее перечитал|"[ -9.70561   -10.528528   -9.534646  ... -10.419913   -4.4066286
  -5.1901846]"|9
751|книга замечательная|[-11.082199 -11.103081 -10.806911 ...  -7.954291  -4.700888  -7.07019 ]|9
752|получила массу удовольствия|[-7.480128 -9.266818 -9.875835 ... -9.867096 -7.132707 -5.027858]|9
753|В детстве перечитывала раз 20 :) Интересно и весело!|"[ -9.107531   -9.31196    -9.5056925 ... -10.032322   -5.071458
  -5.1692324]"|9
754|Не уверена, что из этого издания, но читала такие его повести-рассказы: «Где леший живет», «Красные лошади», «Книжка про Гришку», «Цветок для Оли», «Черника», «Что у Сеньки было», «Лазоревый петух моего детства»... Они мне понравились сильно, очень глубокие чувства вызывают... Но это не детская проза. «Дубравку» тоже читала, но мне не понравилось.|[-7.937645  -8.99416   -8.427353  ... -9.394923  -5.8377137 -6.87499  ]|9
755|книга очень хорошая,но огненный патруль и вечеринка в стиле вамп на порядок лучше.Я очень рада что появился такой одарённый и молдой писательюЖду новых книг с нетерпением|[-8.459461 -8.33236  -8.634454 ... -8.324081 -5.460836 -6.754783]|9
756|"Если это та самая книга, где про ""коэффициент неразборчивости подписи"", ""уровень некомпетентности"" и так далее - то это весьма поучительная и весьма уморительная книга! :)"|[-6.942715  -7.2996793 -7.1683497 ... -7.5204625 -3.7947338 -6.009822 ]|9
757|"книга очень хорошая.Дай бог здоровья и долгих лет этому молодому и такому одарённому автору.Огненный патруль"" и""Вечеринка..."" лично мне ещё больше понравились.Кому понравится эта книга очень советую Труди Канаван:""Гильдия магов"" и далее""Ученица гильдии"""|[-8.023661  -8.63887   -8.756162  ... -8.449715  -4.001786  -5.2685976]|9
758|Прочитал с удовольствием, отличная книга. Но вот продолжение-тягучка! Разочарован.|[-9.406031  -9.96457   -9.055133  ... -7.3306108 -4.079561  -8.70447  ]|9
759|"Хорошая книга, для ""легкого чтения""."|[-9.366098  -9.224259  -9.554737  ... -9.376218  -3.5160873 -2.798668 ]|9
760|Читала это произведение в 7-ом классе. Впечатлило тем, что это была первая книга, в которой хорошие герои погибали, а плохие оставались безнаказанными.|"[ -9.569952  -10.546181   -9.869667  ...  -8.358011   -3.5360336
  -5.746189 ]"|9
761|Отлично, как и весь Леонов|[-7.8812017 -9.867     -7.89105   ... -8.197028  -6.817212  -8.969925 ]|9
762|Пусть кому-то не нравятся большие морализаторские отступления об обществе дроу, но у всех книг серии есть одна большая ценность: это книги о доме, об его поиске и о том, что такое дом для каждого из нас|[-8.933832  -8.422287  -8.336988  ... -7.2568974 -3.9051375 -5.796266 ]|9
763|"По своей структуре поразительное произведение: вот перед вами мальчиш-плохиш... а вот он уже заложник безумных ученых... а под конец несчастная одинокая душа, сломленная, лишенная своего собственного ""я"". Прекрасный пример того, как общество старается сгрести всех под одну гребенку, оболванить по шаблону, не задумываясь о последствиях действия для человека. Да, бесспорно, девиантное поведение достойно порицания, но не ломки самосознания"|[-6.9894037 -8.758256  -7.74485   ... -8.701513  -4.267233  -6.2107716]|9
764|Хорошая книга этого автора не лучше но и не хуже других. Но вот Чем-то цепляет! Чем? незнаю наверно не стандартным сюжетом.|[-6.834392  -8.167333  -7.1127496 ... -7.014223  -1.1720175 -7.618365 ]|9
765|Лучшая книга! Читаешь и не можешь оторватся. Полно интригующих моментов.|[-8.315685  -7.5926623 -7.4643674 ... -6.8055935 -4.510689  -6.002337 ]|9
766|"По моему ""Ангелы и Демоны"" интереснее чем ""Код да Винчи"". более неожиданные развязки сюжета."|[-8.886262  -9.437625  -8.289416  ... -6.9206486 -4.961692  -5.823523 ]|9
767|Замечательная книга, захватывающий сюжет полный страстей. Читается за несколько вечеров))) Когда читаешь то сам полностью переносишься в эту книгу, в общем очень интригует))|[-7.780682  -9.095867  -8.487192  ... -9.324522  -2.6932266 -5.712449 ]|9
768|Эта отличная книжка появилась в электронном виде на фензине - http://fenzin.org/book/12922|[-11.119789 -12.800528 -11.631327 ... -12.607063  -8.319063 -12.859546]|9
769|Хороший книга, однако! В силу своей недоразвитости до настоящего момента не смотрел я ни фильм, да и книгу все не приходилось прочесть. И очень не зря попалась последняя в магазине при очередном шоппинге. Понравилось многое - и стиль изложения, и жизнеописание героев; жаль вот только - финал печальный. Осталось теперь найти кассету или DVD - сопоставить соответствие картины оригинальной версии.|[-8.396754  -9.192852  -9.055252  ... -9.2037115 -3.5567825 -7.023314 ]|9
770|Воздержусь от восторженных высказываний, пока не дочитал до конца, хотя, можно было бы - очень захватывающий и интересный сюжет. Действие происходит в 2003 году - все свежо и актуально. Рекомендую!|[-7.9935994 -8.912092  -8.774336  ... -8.92922   -3.4079697 -3.7061615]|9
771|Во времена проката фильма не доходили руки к его бумажной версии, - а может, не было тогда в продаже - теперь дошли. Читается трилогия на одном дыхании. Почему-то подумалось, что некогда великолепный сюжет по истечении 20 лет кажется довольно примитивным. Впрочем, не буду спорить с собой - уж слишком хорошо помню фильм, а книга его только дополнила.|[-7.0096045 -7.912953  -8.010546  ... -8.564602  -2.938035  -6.960278 ]|9
772|"При всей моей ""любви"" и ""увлеченности"" фантастикой вещь пошла. Вроде ничего супер-оригинального, но в тоже время так и не смог оторваться - все свободное время посвящал чтению, пока не дочитал до конца. Причем даже не буду себя заставлять делать какие-то серьезные выводы - это просто увлекательно."|"[ -8.716808   -9.884373   -9.690213  ... -10.0915365  -7.3796015
  -7.7605276]"|9
773|Обожаю под настроение читать автобиографии людей, многого добившихся в этой жизни. Форда начинал еще года три назад, но тогда не дочитал - вторая часть книги показалась скучноватой. Сейчас осилил с одного присеста. Добрая и умная вещь. Не пожалел.|[-7.273892  -8.112218  -7.958739  ... -8.724557  -3.7461112 -6.0283093]|9
774|Отличный киносценарий! Немного сомнений в том, что из книги получился бы отличный фильм-катастрофа; по крайней мере, все из известных мне и рядом не лежали. Для рядового читателя книга может показаться перегруженной физической, химической и астрономической терминологией, но в этом и ее соль одновременно. А за идею автору респект! Вкратце: Солнце на самом деле является пульсаром и раз в 12 000 лет его электромагнитная энергия распространяется по Вселенной с различными последствиями для встречаемых по пути объектов. Для Земли такие импульсы летальны, что и происходило каждые 12 000 лет; очередной цикл намечен на 2012 год - время действия в романе. На Земле, не суть как, импульсы главного светила принимают полюса: начинается таяние льдов, всемирный потоп, происходит сдвиг земной коры. Но на планете находится древний инструмент, помогающий избежать последствий такой солнечной активности...|[-7.8360367 -9.543523  -9.381071  ... -8.128806  -5.2606173 -6.5584245]|9
775|"То ли настроение вчера было ""читабельное"" - в районе двое суток не было света, читал с фонарем, блин, - то ли действительно роман неплох, но пока могу сказать, что из 22-х прочитанных вещей Абдуллаева на текущий момент ""Последний синклит"" - лучший. И дело даже не в какой-то оригинальности сюжета, а в том, что в любом детективе, так или иначе, в ходе развития сюжетной линии можно предположить, кто из героев в конечном итоге станет обвиненным. В Синклите все наоборот: до самой развязки абсолютно никаких подзрений не падает ни на одного из персонажей. Зачет."|[-7.80994   -8.853054  -8.416767  ... -9.541514  -3.3901477 -5.546511 ]|9
776|Читал вещь, когда она только появилась в магазинах/на раксладках. О Брауне не знал ничего из того, что знаю сейчас - знал бы тогда, поставил бы еще большую оценку, наверное. Это уже сейчас модно отзываться обо всех его книгах, как о дешевой подделке, вымышленной дешевке или еще как-то... Так или иначе, мнение менять не привык: роман увлекает, сюжет далеко не банален, а автору респект за то, что он зарабатывает по $500 000 на каждой странице своих романов - тех, которые никому не нравятся :)|[-7.2878437 -8.445195  -8.655576  ... -9.247814  -3.4636507 -7.189347 ]|9
777|"Концовка как раз неожиданная. Ибо все шло к тому что ""они поженились и жили долго и счастливо""... Хотя, если бы было поменьше хохмочек и шуточек - было бы лучше..."|[-10.308606 -11.492477 -10.638305 ... -10.436567  -4.234361  -8.447816]|9
778|"Наконец Олди попробовали себя в традиционном жанре ""космической фантастики"" - далекое будущее, звездные империи, разные подрассы расселившегося человечества... Никакого фэнтази и магии. А ментальные сверхспособности у нас давно уже вроде числятся по ведомству sience fiction. Но получилось отлично - ничуть не хуже, чем их лучшие фэнтази-вещи, и не хуже, чем у того же Симмонса (Гиперион)."|"[ -9.125039  -10.656483   -9.968334  ...  -9.575775   -5.1809897
  -7.462809 ]"|9
